person_id,arrest_id,filing_date,charge_degree,offense_category,arrest_date_event
49882,7374051,2016-03-08,felony,drug,2016-03-08
58583,7394106,2016-03-02,misdemeanor,drug,2016-03-02
1026471,6525461,2016-10-18,misdemeanor,drug,2016-10-18
912961,6525048,2016-10-18,felony,drug,2016-10-18
908756,7398085,2016-03-01,misdemeanor,other,2016-03-01
56452,6554654,2016-10-09,felony,property,2016-10-09
540719,6561693,2016-10-06,felony,other,2016-10-06
1543625,6961930,2016-06-12,misdemeanor,violent,2016-06-12
9102,6564700,2016-10-05,felony,violent,2016-10-05
80524,6966857,2016-06-09,felony,violent,2016-06-09
908756,7004034,2016-05-29,misdemeanor,other,2016-05-29
908756,7004085,2016-05-29,misdemeanor,violent,2016-05-29
57158,6386413,2016-11-26,felony,drug,2016-11-26
908756,7027943,2016-05-21,misdemeanor,other,2016-05-21
8778,6433082,2016-11-15,felony,drug,2016-11-15
8089,6340797,2016-12-13,felony,drug,2016-12-13
1026471,6341109,2016-12-13,felony,drug,2016-12-13
1569464,7151446,2016-05-08,felony,drug,2016-05-08
7833,6756836,2016-08-11,felony,drug,2016-08-11
911310,7456292,2016-02-17,misdemeanor,drug,2016-02-17
8089,7263271,2016-04-07,felony,drug,2016-04-07
15930,6269404,2017-01-06,misdemeanor,drug,2017-01-06
1026471,5775568,2017-05-14,felony,drug,2017-05-14
17881,6137433,2017-02-09,misdemeanor,drug,2017-02-09
1009164,5473822,2017-07-21,misdemeanor,property,2017-07-21
10237,6104448,2017-02-16,misdemeanor,violent,2017-02-16
83708,5168489,2017-09-16,felony,violent,2017-09-16
540719,6161918,2017-02-04,misdemeanor,other,2017-02-04
71257,5583602,2017-06-27,felony,other,2017-06-27
1256556,4983827,2017-10-19,misdemeanor,property,2017-10-19
13178,5510599,2017-07-13,misdemeanor,violent,2017-07-13
1588377,4998162,2017-10-17,felony,drug,2017-10-17
17881,5659667,2017-06-10,felony,violent,2017-06-10
923399,5674108,2017-06-06,misdemeanor,violent,2017-06-06
11936,5953583,2017-03-30,felony,drug,2017-03-30
935128,4955378,2017-10-24,misdemeanor,violent,2017-10-24
1543625,3940404,2018-04-14,misdemeanor,violent,2018-04-14
12352,4334398,2018-02-14,felony,property,2018-02-14
1518057,3627123,2018-06-09,misdemeanor,property,2018-06-09
1518057,3474569,2018-07-08,misdemeanor,other,2018-07-08
1002535,1483712,2019-06-09,misdemeanor,property,2019-06-09
961194,1585191,2019-05-21,misdemeanor,violent,2019-05-21
1588377,578508,2019-12-03,misdemeanor,drug,2019-12-03
1543625,4283852,2018-02-25,misdemeanor,property,2018-02-25
961194,3394043,2018-07-20,misdemeanor,property,2018-07-20
961194,3521122,2018-06-28,misdemeanor,violent,2018-06-28
9523,3126179,2018-08-26,felony,violent,2018-08-26
1518060,3476358,2018-07-07,felony,other,2018-07-07
961194,2986694,2018-09-20,misdemeanor,property,2018-09-20
88417,2485784,2018-12-26,misdemeanor,property,2018-12-26
7833,2827385,2018-10-21,misdemeanor,violent,2018-10-21
961194,2905481,2018-10-05,misdemeanor,property,2018-10-05
961194,3044847,2018-09-10,misdemeanor,violent,2018-09-10
1007138,3679645,2018-05-30,felony,violent,2018-05-30
1543625,4358110,2018-02-09,misdemeanor,property,2018-02-09
961194,3673007,2018-05-31,misdemeanor,property,2018-05-31
81823,11553662,2012-05-18,misdemeanor,drug,2012-05-18
915957,11472157,2012-06-13,misdemeanor,drug,2012-06-13
1488855,11325980,2012-08-03,misdemeanor,drug,2012-08-03
935128,11257917,2012-08-27,misdemeanor,property,2012-08-27
1243038,11292830,2012-08-15,misdemeanor,other,2012-08-15
1000104,11099893,2012-10-20,misdemeanor,property,2012-10-20
451627,10560226,2013-05-05,misdemeanor,violent,2013-05-05
915957,10157401,2013-09-19,misdemeanor,drug,2013-09-19
48211,10615176,2013-04-16,misdemeanor,drug,2013-04-16
60273,10175755,2013-09-13,misdemeanor,violent,2013-09-13
922587,10031581,2013-11-05,misdemeanor,property,2013-11-05
961194,10503919,2013-05-24,misdemeanor,property,2013-05-24
915957,10130160,2013-09-29,misdemeanor,drug,2013-09-29
55112,9022569,2014-09-27,misdemeanor,drug,2014-09-27
358578,8866580,2014-11-21,misdemeanor,property,2014-11-21
961194,9643239,2014-03-12,misdemeanor,property,2014-03-12
53703,9665259,2014-03-05,misdemeanor,violent,2014-03-05
1009164,8920420,2014-11-04,misdemeanor,property,2014-11-04
1557971,9100410,2014-09-03,misdemeanor,drug,2014-09-03
49882,9132132,2014-08-23,misdemeanor,drug,2014-08-23
1009164,9137346,2014-08-21,misdemeanor,drug,2014-08-21
10071,9458376,2014-05-14,misdemeanor,drug,2014-05-14
10071,9480472,2014-05-06,misdemeanor,drug,2014-05-06
45613,9488877,2014-05-03,misdemeanor,violent,2014-05-03
55112,9516600,2014-04-23,misdemeanor,drug,2014-04-23
101770,9539634,2014-04-16,misdemeanor,drug,2014-04-16
10071,9588155,2014-03-31,misdemeanor,other,2014-03-31
50827,8464544,2015-04-07,misdemeanor,drug,2015-04-07
940651,8494235,2015-03-29,misdemeanor,property,2015-03-29
80568,7916568,2015-09-27,misdemeanor,violent,2015-09-27
13178,7676680,2015-12-09,misdemeanor,drug,2015-12-09
940651,8124223,2015-07-24,misdemeanor,property,2015-07-24
13178,8174708,2015-07-09,misdemeanor,property,2015-07-09
50867,8500293,2015-03-26,misdemeanor,drug,2015-03-26
951591,7948732,2015-09-16,misdemeanor,property,2015-09-16
951591,7979877,2015-09-08,misdemeanor,property,2015-09-08
442499,8438773,2015-04-15,misdemeanor,drug,2015-04-15
1588377,8021855,2015-08-25,misdemeanor,drug,2015-08-25
10237,7580483,2016-01-10,misdemeanor,drug,2016-01-10
49727,6724459,2016-08-20,misdemeanor,drug,2016-08-20
909864,6892870,2016-07-02,misdemeanor,drug,2016-07-02
358458,6746136,2016-08-13,misdemeanor,drug,2016-08-13
940651,6924080,2016-06-22,misdemeanor,property,2016-06-22
940651,6803475,2016-07-27,misdemeanor,drug,2016-07-27
47273,6803616,2016-07-27,misdemeanor,drug,2016-07-27
915957,7206185,2016-04-21,misdemeanor,drug,2016-04-21
56946,5897041,2017-04-12,misdemeanor,property,2017-04-12
1009164,5127339,2017-09-24,misdemeanor,property,2017-09-24
1214199,5133966,2017-09-22,misdemeanor,violent,2017-09-22
71257,6058670,2017-03-01,misdemeanor,property,2017-03-01
68213,4612496,2017-12-20,misdemeanor,violent,2017-12-20
259056,4601941,2017-12-22,misdemeanor,property,2017-12-22
1214199,5283016,2017-08-28,misdemeanor,violent,2017-08-28
4741,5920061,2017-04-06,misdemeanor,property,2017-04-06
2401549,5936791,2017-04-02,misdemeanor,violent,2017-04-02
9044,5960883,2017-03-28,misdemeanor,drug,2017-03-28
1023228,3220290,2018-08-06,misdemeanor,violent,2018-08-06
324828,3377463,2018-07-24,misdemeanor,violent,2018-07-24
1050738,3479577,2018-07-06,misdemeanor,property,2018-07-06
909652,3550165,2018-06-23,misdemeanor,property,2018-06-23
404843,3550258,2018-06-23,misdemeanor,property,2018-06-23
1302726,3574151,2018-06-20,felony,other,2018-06-20
1557971,2656783,2018-11-21,misdemeanor,property,2018-11-21
56410,765662,2019-10-26,misdemeanor,property,2019-10-26
73153,972758,2019-09-16,misdemeanor,property,2019-09-16
1009164,978015,2019-09-14,misdemeanor,property,2019-09-14
40226,1250017,2019-07-23,misdemeanor,drug,2019-07-23
56410,1816087,2019-04-27,misdemeanor,property,2019-04-27
50867,1584954,2019-05-21,felony,other,2019-05-21
5400,4031696,2020-07-22,misdemeanor,property,2020-07-22
47273,11158487,2012-09-29,misdemeanor,drug,2012-09-29
51504,11435111,2012-06-26,misdemeanor,drug,2012-06-26
908756,11190441,2012-09-18,misdemeanor,violent,2012-09-18
72764,11484536,2012-06-10,misdemeanor,violent,2012-06-10
988101,11235695,2012-09-04,felony,property,2012-09-04
51883,11282533,2012-08-18,misdemeanor,violent,2012-08-18
451627,10964320,2012-12-08,misdemeanor,drug,2012-12-08
67140,11347298,2012-07-27,felony,drug,2012-07-27
67140,11593422,2012-05-04,felony,drug,2012-05-04
47273,11593472,2012-05-04,felony,drug,2012-05-04
915957,11384871,2012-07-13,felony,drug,2012-07-13
51435,11116312,2012-10-15,felony,violent,2012-10-15
404843,11120199,2012-10-13,misdemeanor,drug,2012-10-13
1243038,11413763,2012-07-04,misdemeanor,property,2012-07-04
51530,11148185,2012-10-03,felony,violent,2012-10-03
51504,10139922,2013-09-25,felony,drug,2013-09-25
935306,10572204,2013-04-30,misdemeanor,property,2013-04-30
47273,10834837,2013-01-28,felony,violent,2013-01-28
961194,9956478,2013-11-28,misdemeanor,drug,2013-11-28
1009164,10242834,2013-08-21,misdemeanor,violent,2013-08-21
84823,10895655,2013-01-06,felony,property,2013-01-06
60273,10435090,2013-06-17,misdemeanor,violent,2013-06-17
56946,10095859,2013-10-14,felony,drug,2013-10-14
60332,10482483,2013-06-01,misdemeanor,drug,2013-06-01
17881,10494621,2013-05-28,misdemeanor,drug,2013-05-28
2335717,9639677,2014-03-13,misdemeanor,drug,2014-03-13
48211,9643010,2014-03-12,felony,property,2014-03-12
50827,9674362,2014-02-28,misdemeanor,drug,2014-02-28
81249,9703885,2014-02-19,felony,drug,2014-02-19
51323,9770641,2014-01-26,misdemeanor,property,2014-01-26
50827,9771814,2014-01-25,misdemeanor,drug,2014-01-25
82063,9071949,2014-09-10,felony,violent,2014-09-10
49472,9109423,2014-08-31,misdemeanor,drug,2014-08-31
48211,9434472,2014-05-22,misdemeanor,other,2014-05-22
81982,8990756,2014-10-08,felony,violent,2014-10-08
404843,9299717,2014-06-29,misdemeanor,drug,2014-06-29
1518060,9314886,2014-06-24,felony,drug,2014-06-24
935128,9555981,2014-04-10,misdemeanor,violent,2014-04-10
49237,9579995,2014-04-02,felony,violent,2014-04-02
1488855,9360408,2014-06-09,misdemeanor,violent,2014-06-09
80524,9599872,2014-03-26,felony,property,2014-03-26
940651,8842867,2014-12-01,misdemeanor,property,2014-12-01
50867,8270915,2015-06-10,felony,drug,2015-06-10
83874,8066203,2015-08-12,felony,other,2015-08-12
1531743,7606387,2015-12-31,misdemeanor,violent,2015-12-31
1518060,7638554,2015-12-18,felony,drug,2015-12-18
951591,7680009,2015-12-08,misdemeanor,property,2015-12-08
49237,7695691,2015-12-03,felony,drug,2015-12-03
909864,7744326,2015-11-18,misdemeanor,drug,2015-11-18
1788,8707044,2015-01-20,felony,violent,2015-01-20
48528,7755439,2015-11-15,felony,violent,2015-11-15
57776,7761216,2015-11-13,felony,drug,2015-11-13
909864,7768700,2015-11-11,felony,drug,2015-11-11
49472,8505058,2015-03-25,felony,violent,2015-03-25
725268,7793370,2015-11-03,felony,other,2015-11-03
57776,7803856,2015-10-30,felony,drug,2015-10-30
13178,8648624,2015-02-04,felony,drug,2015-02-04
10071,8046040,2015-08-18,felony,violent,2015-08-18
935128,6464218,2016-11-05,misdemeanor,violent,2016-11-05
1124386,7356969,2016-03-13,misdemeanor,drug,2016-03-13
991124,6794396,2016-07-30,felony,property,2016-07-30
50654,7378080,2016-03-07,felony,drug,2016-03-07
1557971,6545079,2016-10-12,misdemeanor,property,2016-10-12
80524,6966856,2016-06-09,felony,violent,2016-06-09
1596644,7418751,2016-02-24,felony,property,2016-02-24
13178,6641052,2016-09-13,felony,other,2016-09-13
1009164,7293010,2016-03-30,misdemeanor,other,2016-03-30
55112,7011486,2016-05-26,misdemeanor,drug,2016-05-26
13178,7022914,2016-05-23,misdemeanor,property,2016-05-23
51883,6403748,2016-11-19,misdemeanor,violent,2016-11-19
1557971,6406218,2016-11-18,felony,violent,2016-11-18
50867,6340649,2016-12-13,felony,violent,2016-12-13
50867,6340648,2016-12-13,felony,violent,2016-12-13
50827,7450983,2016-02-18,felony,drug,2016-02-18
10071,7218583,2016-04-18,misdemeanor,violent,2016-04-18
47273,7465597,2016-02-13,felony,drug,2016-02-13
49882,7506107,2016-02-03,felony,drug,2016-02-03
13178,7553846,2016-01-15,misdemeanor,violent,2016-01-15
49472,7563566,2016-01-14,felony,drug,2016-01-14
336042,5254185,2017-09-02,misdemeanor,other,2017-09-02
951591,5053353,2017-10-06,misdemeanor,violent,2017-10-06
49882,6273439,2017-01-05,misdemeanor,drug,2017-01-05
49882,5078309,2017-10-02,felony,violent,2017-10-02
2392616,5804869,2017-05-05,felony,violent,2017-05-05
2870,5086582,2017-10-01,misdemeanor,drug,2017-10-01
56410,5565948,2017-07-01,misdemeanor,violent,2017-07-01
1000104,5327849,2017-08-20,misdemeanor,other,2017-08-20
49882,5194886,2017-09-12,felony,drug,2017-09-12
56946,5920258,2017-04-06,felony,drug,2017-04-06
47273,6181528,2017-01-30,felony,drug,2017-01-30
12751,5601400,2017-06-22,felony,other,2017-06-22
2335717,5855566,2017-04-21,felony,violent,2017-04-21
988101,6185866,2017-01-28,misdemeanor,property,2017-01-28
1557971,5344015,2017-08-16,misdemeanor,property,2017-08-16
50827,5665899,2017-06-08,felony,drug,2017-06-08
81982,5427759,2017-07-31,felony,drug,2017-07-31
951591,5965289,2017-03-27,misdemeanor,violent,2017-03-27
1241445,5996044,2017-03-19,misdemeanor,property,2017-03-19
2406706,4500531,2018-01-16,misdemeanor,violent,2018-01-16
44159,4537309,2018-01-09,misdemeanor,drug,2018-01-09
45068,2866283,2018-10-13,felony,property,2018-10-13
358578,2511968,2018-12-19,felony,violent,2018-12-19
45613,3245978,2018-07-31,misdemeanor,violent,2018-07-31
988101,987634,2019-09-12,misdemeanor,drug,2019-09-12
56946,1831111,2019-04-24,misdemeanor,drug,2019-04-24
1009164,981078,2019-09-13,misdemeanor,property,2019-09-13
40226,1250409,2019-07-23,misdemeanor,property,2019-07-23
44159,750902,2019-10-29,felony,drug,2019-10-29
48528,664271,2019-11-17,misdemeanor,other,2019-11-17
1000558,63279,2020-03-27,misdemeanor,violent,2020-03-27
988101,7227301,2020-10-21,misdemeanor,property,2020-10-21
988101,7341591,2020-10-22,misdemeanor,violent,2020-10-22
404843,126696,2020-03-06,misdemeanor,property,2020-03-06
988101,7227303,2020-10-21,misdemeanor,property,2020-10-21
988101,7341592,2020-10-22,misdemeanor,violent,2020-10-22
988101,7759242,2020-10-29,misdemeanor,other,2020-10-29
1007138,4899019,2020-08-25,misdemeanor,violent,2020-08-25
1129862,10510737,2013-05-22,misdemeanor,violent,2013-05-22
982966,9238812,2014-07-18,misdemeanor,violent,2014-07-18
85929,8155972,2015-07-15,misdemeanor,property,2015-07-15
59002,7765697,2015-11-12,misdemeanor,violent,2015-11-12
1129862,7592089,2016-01-06,misdemeanor,violent,2016-01-06
1509614,6886918,2016-07-05,misdemeanor,violent,2016-07-05
1510722,6297502,2016-12-28,misdemeanor,violent,2016-12-28
1129862,7568628,2016-01-13,misdemeanor,violent,2016-01-13
72764,5752989,2017-05-19,felony,property,2017-05-19
482239,6100261,2017-02-17,misdemeanor,violent,2017-02-17
1499680,5410169,2017-08-03,misdemeanor,property,2017-08-03
1499946,5810699,2017-05-04,misdemeanor,violent,2017-05-04
72764,5916573,2017-04-07,felony,property,2017-04-07
72764,5916574,2017-04-07,misdemeanor,property,2017-04-07
67140,4815396,2017-11-15,misdemeanor,violent,2017-11-15
72764,4877218,2017-11-03,misdemeanor,property,2017-11-03
72764,4877217,2017-11-03,misdemeanor,property,2017-11-03
72764,5366492,2017-08-11,misdemeanor,property,2017-08-11
1284992,5670687,2017-06-07,misdemeanor,violent,2017-06-07
1162141,5670929,2017-06-07,misdemeanor,other,2017-06-07
725268,4208467,2018-03-09,misdemeanor,property,2018-03-09
4741,4236055,2018-03-05,misdemeanor,violent,2018-03-05
4741,4236057,2018-03-05,misdemeanor,property,2018-03-05
1250624,4222134,2018-03-07,misdemeanor,violent,2018-03-07
1516491,3883882,2018-04-23,misdemeanor,violent,2018-04-23
45181,2300491,2019-02-01,felony,other,2019-02-01
1137620,541550,2019-12-10,misdemeanor,property,2019-12-10
85929,116462,2020-03-09,felony,violent,2020-03-09
1064456,11520123,2012-05-29,felony,drug,2012-05-29
1130673,11110196,2012-10-17,felony,drug,2012-10-17
84199,10576507,2013-04-29,felony,property,2013-04-29
67140,9967446,2013-11-25,felony,property,2013-11-25
1488855,10758729,2013-02-25,misdemeanor,drug,2013-02-25
1488855,10758730,2013-02-25,misdemeanor,drug,2013-02-25
1130673,10798290,2013-02-11,misdemeanor,drug,2013-02-11
1130673,10356296,2013-07-15,misdemeanor,drug,2013-07-15
10066,10401577,2013-06-28,misdemeanor,other,2013-06-28
8819,10538559,2013-05-13,felony,violent,2013-05-13
17881,9186099,2014-08-05,misdemeanor,other,2014-08-05
1130673,9273204,2014-07-07,misdemeanor,drug,2014-07-07
17881,9333141,2014-06-18,misdemeanor,other,2014-06-18
1162141,9380862,2014-06-02,felony,other,2014-06-02
80524,8069971,2015-08-11,felony,property,2015-08-11
3909,8403278,2015-04-24,misdemeanor,other,2015-04-24
81823,8446943,2015-04-13,misdemeanor,drug,2015-04-13
482239,7656134,2015-12-14,misdemeanor,drug,2015-12-14
1214199,8096059,2015-08-03,felony,violent,2015-08-03
8778,8211692,2015-06-29,felony,violent,2015-06-29
1064456,7821030,2015-10-26,misdemeanor,property,2015-10-26
780358,7838593,2015-10-20,felony,drug,2015-10-20
342986,8253792,2015-06-15,felony,violent,2015-06-15
971359,8372902,2015-05-06,felony,violent,2015-05-06
85246,7353880,2016-03-14,felony,violent,2016-03-14
1130673,6931636,2016-06-20,felony,drug,2016-06-20
1134813,6993682,2016-06-01,felony,violent,2016-06-01
1134876,6993967,2016-06-01,felony,drug,2016-06-01
911310,6380845,2016-11-28,felony,violent,2016-11-28
1119846,6662305,2016-09-07,felony,property,2016-09-07
1119846,6662303,2016-09-07,felony,property,2016-09-07
953314,6691705,2016-08-29,felony,property,2016-08-29
2326,7170327,2016-05-02,misdemeanor,other,2016-05-02
8778,7219781,2016-04-18,felony,violent,2016-04-18
1127005,6857582,2016-07-11,felony,property,2016-07-11
60273,6864712,2016-07-08,misdemeanor,property,2016-07-08
73153,7267707,2016-04-06,misdemeanor,other,2016-04-06
72764,5456315,2017-07-25,felony,violent,2017-07-25
1243038,5121962,2017-09-25,felony,violent,2017-09-25
1134813,5766373,2017-05-16,felony,violent,2017-05-16
1124386,5771902,2017-05-15,misdemeanor,drug,2017-05-15
172713,6223747,2017-01-18,felony,violent,2017-01-18
67140,4612808,2017-12-20,felony,property,2017-12-20
1499779,5415512,2017-08-02,misdemeanor,other,2017-08-02
2870,5542493,2017-07-06,misdemeanor,drug,2017-07-06
1237612,4624482,2017-12-18,felony,violent,2017-12-18
67140,4715202,2017-11-30,misdemeanor,property,2017-11-30
2743,4831492,2017-11-13,felony,violent,2017-11-13
2870,5231180,2017-09-07,misdemeanor,drug,2017-09-07
71257,5350393,2017-08-15,misdemeanor,property,2017-08-15
55112,5344590,2017-08-16,misdemeanor,drug,2017-08-16
85806,5356879,2017-08-14,felony,property,2017-08-14
69777,5932330,2017-04-03,felony,violent,2017-04-03
83127,5727982,2017-05-26,misdemeanor,property,2017-05-26
1499946,5974720,2017-03-24,misdemeanor,violent,2017-03-24
60332,6242991,2017-01-12,felony,other,2017-01-12
2778,6257420,2017-01-09,misdemeanor,other,2017-01-09
19626,414074,2020-01-09,misdemeanor,violent,2020-01-09
247459,4298564,2018-02-21,felony,violent,2018-02-21
85246,2604438,2018-12-03,felony,violent,2018-12-03
1134813,4430539,2018-01-29,felony,property,2018-01-29
85246,2640355,2018-11-26,felony,property,2018-11-26
1515517,3265123,2018-07-27,misdemeanor,violent,2018-07-27
1023093,3062226,2018-09-06,misdemeanor,property,2018-09-06
2569,3515842,2018-06-29,misdemeanor,other,2018-06-29
988101,3542909,2018-06-25,felony,violent,2018-06-25
957946,3746989,2018-05-17,misdemeanor,other,2018-05-17
4741,3786337,2018-05-10,felony,property,2018-05-10
929734,2657582,2018-11-21,misdemeanor,property,2018-11-21
1237612,3220720,2018-08-06,misdemeanor,property,2018-08-06
3484,812090,2019-10-16,felony,property,2019-10-16
57776,1462216,2019-06-12,misdemeanor,drug,2019-06-12
71257,1507458,2019-06-04,misdemeanor,drug,2019-06-04
4931,2021500,2019-03-21,misdemeanor,other,2019-03-21
4981,1366908,2019-07-01,felony,property,2019-07-01
70259,751889,2019-10-29,misdemeanor,property,2019-10-29
2743,7073872,2019-02-04,felony,violent,2019-02-04
1801200,10878603,2013-01-11,misdemeanor,violent,2013-01-11
982966,9717407,2014-02-12,misdemeanor,violent,2014-02-12
1992727,8792018,2014-12-18,misdemeanor,property,2014-12-18
4981,5114865,2017-09-26,misdemeanor,property,2017-09-26
1284992,6075542,2017-02-24,misdemeanor,violent,2017-02-24
1992727,6142360,2017-02-08,misdemeanor,property,2017-02-08
1002535,4951082,2017-10-25,misdemeanor,property,2017-10-25
995275,6234834,2017-01-15,misdemeanor,property,2017-01-15
2569,5294945,2017-08-25,misdemeanor,other,2017-08-25
72764,5854005,2017-04-22,misdemeanor,property,2017-04-22
67140,5670555,2017-06-07,misdemeanor,violent,2017-06-07
2870,5971286,2017-03-26,misdemeanor,drug,2017-03-26
4981,3111333,2018-08-29,misdemeanor,property,2018-08-29
1987171,3455754,2018-07-11,misdemeanor,violent,2018-07-11
1002535,1831679,2019-04-24,misdemeanor,property,2019-04-24
344444,2005073,2019-03-25,misdemeanor,property,2019-03-25
1009066,210963,2020-02-19,misdemeanor,violent,2020-02-19
56410,250262,2020-02-12,misdemeanor,other,2020-02-12
1064456,11592211,2012-05-05,misdemeanor,drug,2012-05-05
72764,9947140,2013-12-02,misdemeanor,property,2013-12-02
72764,10865717,2013-01-16,misdemeanor,property,2013-01-16
1992727,8921890,2014-11-03,felony,property,2014-11-03
953314,9833135,2014-01-04,misdemeanor,drug,2014-01-04
482239,8406517,2015-04-23,misdemeanor,drug,2015-04-23
1064456,8218652,2015-06-26,misdemeanor,property,2015-06-26
4981,7308940,2016-03-25,felony,property,2016-03-25
44351,6473685,2016-11-02,misdemeanor,other,2016-11-02
72764,6506214,2016-10-23,felony,property,2016-10-23
1129862,6652578,2016-09-09,felony,violent,2016-09-09
2079709,6411247,2016-11-17,misdemeanor,property,2016-11-17
482239,7214874,2016-04-19,felony,violent,2016-04-19
60273,7509640,2016-02-02,misdemeanor,property,2016-02-02
1012225,5350840,2017-08-15,misdemeanor,property,2017-08-15
1499779,5739857,2017-05-23,misdemeanor,other,2017-05-23
2018384,6075194,2017-02-24,misdemeanor,other,2017-02-24
957946,4612868,2017-12-20,misdemeanor,other,2017-12-20
58583,6104514,2017-02-16,misdemeanor,property,2017-02-16
3484,4760305,2017-11-25,felony,violent,2017-11-25
971359,6130867,2017-02-11,misdemeanor,other,2017-02-11
83127,5569592,2017-06-30,misdemeanor,drug,2017-06-30
72764,5830016,2017-04-29,misdemeanor,property,2017-04-29
1992727,6182084,2017-01-30,misdemeanor,property,2017-01-30
83127,6186016,2017-01-28,felony,property,2017-01-28
69777,5674527,2017-06-06,misdemeanor,violent,2017-06-06
971359,6234841,2017-01-15,felony,violent,2017-01-15
85246,2766079,2018-11-01,misdemeanor,property,2018-11-01
53703,2644676,2018-11-25,felony,violent,2018-11-25
4931,2711002,2018-11-12,misdemeanor,other,2018-11-12
1985673,2673567,2018-11-19,misdemeanor,property,2018-11-19
1023093,3686730,2018-05-29,misdemeanor,property,2018-05-29
1985162,4328012,2018-02-15,misdemeanor,property,2018-02-15
1516499,4469015,2018-01-22,felony,property,2018-01-22
4981,1485437,2019-06-08,felony,property,2019-06-08
67140,1162655,2019-08-09,misdemeanor,drug,2019-08-09
19626,867650,2019-10-05,misdemeanor,violent,2019-10-05
1009066,270908,2020-02-06,misdemeanor,violent,2020-02-06
56410,5715126,2020-09-16,misdemeanor,violent,2020-09-16
259056,1770063,2020-06-07,felony,other,2020-06-07
1009066,254437,2020-02-11,misdemeanor,violent,2020-02-11
995275,3430000,2020-07-09,misdemeanor,other,2020-07-09
57776,5263490,2020-09-09,misdemeanor,drug,2020-09-09
4981,8302464,2015-05-30,misdemeanor,property,2015-05-30
1137620,8302454,2015-05-30,misdemeanor,property,2015-05-30
1992727,7778898,2015-11-08,misdemeanor,violent,2015-11-08
965786,7374233,2016-03-08,misdemeanor,property,2016-03-08
72764,6359434,2016-12-08,misdemeanor,property,2016-12-08
1992727,6491621,2016-10-27,misdemeanor,property,2016-10-27
1510722,6624477,2016-09-18,misdemeanor,violent,2016-09-18
929734,7419665,2016-02-24,misdemeanor,property,2016-02-24
69777,6385538,2016-11-27,misdemeanor,property,2016-11-27
2080856,6710623,2016-08-24,misdemeanor,property,2016-08-24
11936,6760270,2016-08-10,misdemeanor,violent,2016-08-10
4981,7245182,2016-04-12,misdemeanor,violent,2016-04-12
1009066,7267414,2016-04-06,misdemeanor,violent,2016-04-06
1130673,10703897,2013-03-15,misdemeanor,property,2013-03-15
342986,8519836,2015-03-20,misdemeanor,property,2015-03-20
1023228,7980663,2015-09-08,misdemeanor,property,2015-09-08
1509614,8046353,2015-08-18,misdemeanor,other,2015-08-18
725268,5114951,2017-09-26,misdemeanor,property,2017-09-26
4741,5771775,2017-05-15,misdemeanor,property,2017-05-15
4741,4740711,2017-11-28,misdemeanor,property,2017-11-28
4741,6277311,2017-01-04,misdemeanor,property,2017-01-04
4741,5521968,2017-07-11,misdemeanor,property,2017-07-11
984444,6058937,2017-03-01,misdemeanor,drug,2017-03-01
1516491,4780246,2017-11-20,misdemeanor,violent,2017-11-20
344444,4865164,2017-11-06,misdemeanor,property,2017-11-06
1509614,5841409,2017-04-26,misdemeanor,property,2017-04-26
1137620,5422220,2017-08-01,misdemeanor,property,2017-08-01
1499514,5731261,2017-05-25,misdemeanor,violent,2017-05-25
1137620,3130830,2018-08-24,misdemeanor,property,2018-08-24
1137620,2851472,2018-10-16,misdemeanor,property,2018-10-16
1137620,3127674,2018-08-25,misdemeanor,property,2018-08-25
1137620,2765604,2018-11-01,misdemeanor,property,2018-11-01
45181,3466210,2018-07-10,felony,other,2018-07-10
1137620,2858793,2018-10-15,misdemeanor,property,2018-10-15
1002535,4413579,2018-01-31,misdemeanor,property,2018-01-31
1137620,936294,2019-09-22,misdemeanor,property,2019-09-22
1002535,1921745,2019-04-09,misdemeanor,property,2019-04-09
1137620,565603,2019-12-05,misdemeanor,property,2019-12-05
1009164,1427220,2019-06-19,misdemeanor,property,2019-06-19
404843,1258670,2019-07-22,misdemeanor,property,2019-07-22
1002535,2071918,2019-03-13,misdemeanor,property,2019-03-13
54200,1045828,2019-09-03,misdemeanor,violent,2019-09-03
4741,1427079,2019-06-19,misdemeanor,property,2019-06-19
1137620,9795314,2020-06-02,misdemeanor,property,2020-06-02
1348192,7114945,2020-10-14,misdemeanor,other,2020-10-14
1039827,373118,2020-01-17,misdemeanor,other,2020-01-17
1130673,11211066,2012-09-12,misdemeanor,drug,2012-09-12
1488855,11367411,2012-07-19,misdemeanor,drug,2012-07-19
1488855,11314798,2012-08-08,misdemeanor,drug,2012-08-08
988101,10478480,2013-06-03,misdemeanor,drug,2013-06-03
1960076,7581199,2016-01-09,misdemeanor,other,2016-01-09
2870,6444445,2016-11-12,misdemeanor,drug,2016-11-12
1509614,7603933,2016-01-02,misdemeanor,property,2016-01-02
1509614,6304667,2016-12-24,misdemeanor,other,2016-12-24
1488855,6726312,2016-08-19,misdemeanor,drug,2016-08-19
990237,7369223,2016-03-09,felony,property,2016-03-09
60332,6796345,2016-07-29,felony,other,2016-07-29
474178,6549320,2016-10-11,misdemeanor,drug,2016-10-11
1499946,6387599,2016-11-25,felony,violent,2016-11-25
1509614,7465708,2016-02-13,misdemeanor,property,2016-02-13
67140,5114609,2017-09-26,felony,property,2017-09-26
72764,5779254,2017-05-12,felony,violent,2017-05-12
